image_id,image_label,success_rate,incidentType,timeOfDay,roadConditions,weatherConditions,injuries,vehicleDamage,thirdPartyVehicle,witnesses,policeReport,policeReportFiledWithin24h,trafficViolation,previousClaims,description
8209,1,85.00579675173856,Fire,Evening,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8210,1,80.0901929358155,Vandalism,Afternoon,Poor Visibility,Rain,yes,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8211,1,82.84350676728074,Theft,Morning,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,yes,no,1,0,0,A brief description of the incident.
8212,1,46.501720100877655,Theft,Evening,Dry,Clear,no,fraud-related-damage,no,yes,no,0,0,2,A brief description of the incident.
8213,1,68.96915632925374,Fire,Morning,Wet,Heavy Rain,yes,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8214,1,15.606110124702788,Natural Disaster,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,0,1,3,A brief description of the incident.
8215,1,61.60926664293319,Fire,Evening,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
8216,1,70.31534248541621,Fire,Night,Construction Zone,Rain,no,fraud-related-damage,no,no,no,1,0,1,A brief description of the incident.
8217,1,64.33411501505384,Theft,Evening,Wet,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8218,1,67.5251382066792,Collision,Evening,Construction Zone,Clear,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8219,1,56.35906022474132,Natural Disaster,Night,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
8220,1,64.78124862992149,Natural Disaster,Morning,Wet,Heavy Rain,no,fraud-related-damage,yes,yes,no,0,0,0,A brief description of the incident.
8221,1,67.92597225321464,Vandalism,Night,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
8222,1,76.04785917643173,Collision,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8223,1,55.0980577905081,Natural Disaster,Night,Dry,Clear,no,fraud-related-damage,no,yes,yes,0,0,1,A brief description of the incident.
8224,1,36.26862770642735,Vandalism,Evening,Dry,Clear,no,fraud-related-damage,yes,yes,yes,0,0,3,A brief description of the incident.
8225,1,64.21071206524059,Theft,Afternoon,Construction Zone,Fog,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
8226,1,76.92241593353874,Theft,Morning,Construction Zone,Fog,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8227,1,71.7329558822794,Vandalism,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8228,1,81.92162956145881,Vandalism,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8229,1,69.71754699684158,Vandalism,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8230,1,79.41582139430099,Natural Disaster,Morning,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8231,1,68.19796574945786,Collision,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8232,1,60.026308167356966,Natural Disaster,Morning,Poor Visibility,Fog,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
8233,1,82.41835502083977,Natural Disaster,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8234,1,63.145124911908816,Vandalism,Night,Wet,Rain,yes,fraud-related-damage,yes,no,no,0,0,0,A brief description of the incident.
8235,1,82.89236489030134,Collision,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8236,1,54.252189421557446,Vandalism,Morning,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,3,A brief description of the incident.
8237,1,81.5858644449097,Vandalism,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8238,1,72.5392720949347,Vandalism,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8239,1,82.82829346536462,Vandalism,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8240,1,65.88600098025822,Fire,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
8241,1,81.02480131849464,Natural Disaster,Afternoon,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8242,1,81.78606937444523,Collision,Afternoon,Wet,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8243,1,68.87305089524735,Collision,Morning,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8244,1,70.03486125020102,Natural Disaster,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
8245,1,45.49810586322767,Theft,Morning,Construction Zone,Fog,no,fraud-related-damage,yes,yes,yes,0,1,0,A brief description of the incident.
8246,1,62.71492190492128,Collision,Evening,Dry,Fog,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8247,1,82.25324171836019,Collision,Afternoon,Wet,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8248,1,62.24250957675585,Vandalism,Afternoon,Construction Zone,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
8249,1,83.07130473423828,Vandalism,Night,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8250,1,85.46683971313135,Natural Disaster,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8251,1,67.11495196649898,Collision,Morning,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
8252,1,63.15161816457405,Natural Disaster,Night,Poor Visibility,Clear,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
8253,1,83.43503258277768,Natural Disaster,Evening,Construction Zone,Rain,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
8254,1,86.15891296529215,Fire,Morning,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8255,1,82.17837027258292,Collision,Morning,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8256,1,50.7689822305991,Vandalism,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,1,0,A brief description of the incident.
8257,1,67.9920368092904,Theft,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,yes,yes,no,0,0,0,A brief description of the incident.
8258,1,64.0054478312534,Vandalism,Evening,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
8259,1,53.87588062015836,Natural Disaster,Evening,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
8260,1,41.032397424976914,Vandalism,Night,Dry,Fog,no,fraud-related-damage,yes,no,yes,0,1,0,A brief description of the incident.
8261,1,79.672358002322,Theft,Morning,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8262,1,54.48577412381545,Natural Disaster,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
8263,1,73.23855643653846,Theft,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8264,1,81.15420659288439,Collision,Morning,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8265,1,51.67275184739071,Fire,Morning,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
8266,1,71.89134046921244,Fire,Afternoon,Dry,Rain,no,fraud-related-damage,no,yes,no,1,0,1,A brief description of the incident.
8267,1,76.00925437545261,Vandalism,Morning,Dry,Heavy Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8268,1,62.497393319603184,Fire,Night,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,1,0,A brief description of the incident.
8269,1,66.78218752709557,Natural Disaster,Morning,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8270,1,51.46171100117943,Theft,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,1,0,A brief description of the incident.
8271,1,85.50225001761417,Vandalism,Evening,Dry,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8272,1,41.99744328602626,Theft,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,1,1,2,A brief description of the incident.
8273,1,78.6602722477979,Collision,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8274,1,79.1900038290334,Theft,Evening,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8275,1,65.08148360132216,Vandalism,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
8276,1,28.47181573044604,Theft,Evening,Wet,Clear,no,fraud-related-damage,no,no,yes,0,0,3,A brief description of the incident.
8277,1,68.23056123086087,Natural Disaster,Morning,Dry,Heavy Rain,no,fraud-related-damage,yes,no,no,0,0,0,A brief description of the incident.
8278,1,75.2736448427589,Natural Disaster,Night,Construction Zone,Fog,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8279,1,48.758349087926284,Vandalism,Morning,Wet,Clear,no,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
8280,1,77.43944035813865,Collision,Evening,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8281,1,71.53346000894666,Fire,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8282,1,80.85813841706229,Natural Disaster,Morning,Wet,Fog,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8283,1,65.23508544801899,Fire,Evening,Dry,Fog,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8284,1,84.18838762095783,Fire,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8285,1,39.64874276627457,Theft,Morning,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,0,0,3,A brief description of the incident.
8286,1,73.06467790938909,Vandalism,Morning,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
8287,1,67.6743735191429,Theft,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8288,1,70.52214236830318,Fire,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8289,1,83.56983365691835,Collision,Evening,Dry,Heavy Rain,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8290,1,20.584506498667785,Natural Disaster,Evening,Wet,Clear,no,fraud-related-damage,yes,no,yes,0,1,2,A brief description of the incident.
8291,1,84.78520105389156,Collision,Night,Poor Visibility,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8292,1,53.319954899318326,Natural Disaster,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
8293,1,85.53460706923563,Collision,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8294,1,76.42332407280664,Natural Disaster,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8295,1,54.512140162774244,Collision,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
8296,1,80.3304522105186,Theft,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8297,1,69.86740702025732,Natural Disaster,Evening,Wet,Clear,no,fraud-related-damage,yes,yes,no,1,0,1,A brief description of the incident.
8298,1,59.10521251979059,Vandalism,Evening,Wet,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8299,1,33.895841741497655,Fire,Evening,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,0,1,1,A brief description of the incident.
8300,1,50.35863475563601,Fire,Morning,Wet,Rain,no,fraud-related-damage,no,no,yes,1,1,1,A brief description of the incident.
8301,1,62.88642896882256,Vandalism,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8302,1,78.17394805841363,Theft,Evening,Wet,Clear,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8303,1,63.37865689058237,Fire,Evening,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
8304,1,68.85397874787772,Fire,Afternoon,Dry,Fog,no,fraud-related-damage,yes,yes,no,0,0,0,A brief description of the incident.
8305,1,62.90786309705203,Vandalism,Morning,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
8306,1,78.7706709782842,Theft,Evening,Construction Zone,Rain,yes,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8307,1,80.5897740588252,Collision,Evening,Wet,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8308,1,57.531359306232275,Fire,Afternoon,Dry,Clear,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8309,1,50.48534656583961,Natural Disaster,Evening,Construction Zone,Rain,no,fraud-related-damage,yes,yes,yes,0,0,2,A brief description of the incident.
8310,1,78.93760904232548,Theft,Morning,Poor Visibility,Clear,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8311,1,86.4660646242146,Natural Disaster,Evening,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8312,1,84.22836647207991,Vandalism,Night,Dry,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8313,1,59.91381418318519,Natural Disaster,Night,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
8314,1,58.92034994115873,Natural Disaster,Night,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,3,A brief description of the incident.
8315,1,46.931674318279754,Collision,Evening,Construction Zone,Fog,no,fraud-related-damage,yes,no,yes,0,1,0,A brief description of the incident.
8316,1,49.14036287878951,Collision,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
8317,1,65.34654467283686,Collision,Afternoon,Wet,Fog,no,fraud-related-damage,no,no,no,0,0,0,A brief description of the incident.
8318,1,84.64913910054356,Theft,Night,Construction Zone,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8319,1,87.48217270884564,Theft,Evening,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8320,1,63.96140000352132,Natural Disaster,Morning,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8321,1,68.66510046778598,Collision,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
8322,1,43.25114042920047,Natural Disaster,Evening,Wet,Rain,yes,fraud-related-damage,yes,no,no,0,1,0,A brief description of the incident.
8323,1,70.33933185939424,Vandalism,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,1,A brief description of the incident.
8324,1,86.28425923446865,Vandalism,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8325,1,82.53468120371346,Fire,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8326,1,87.15530918513038,Natural Disaster,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8327,1,80.37920271861327,Vandalism,Evening,Construction Zone,Clear,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8328,1,83.35577847501425,Natural Disaster,Night,Construction Zone,Rain,yes,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8329,1,70.32711518338516,Theft,Night,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8330,1,61.87385837872187,Theft,Morning,Dry,Rain,yes,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8331,1,86.5366480179262,Collision,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8332,1,85.60702034978368,Collision,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8333,1,42.40351309949206,Natural Disaster,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,no,no,1,1,2,A brief description of the incident.
8334,1,80.44719520213438,Theft,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8335,1,82.97820425963386,Fire,Night,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8336,1,82.55019551194543,Vandalism,Morning,Wet,Fog,no,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
8337,1,81.52080138776248,Collision,Night,Poor Visibility,Fog,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8338,1,77.63235638919313,Theft,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,yes,no,1,0,0,A brief description of the incident.
8339,1,69.01079047583009,Collision,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
8340,1,53.96308639526771,Theft,Morning,Wet,Clear,no,fraud-related-damage,no,yes,yes,0,0,1,A brief description of the incident.
8341,1,44.15391581589492,Collision,Afternoon,Poor Visibility,Fog,yes,fraud-related-damage,yes,no,yes,0,1,0,A brief description of the incident.
8342,1,61.606810909652204,Natural Disaster,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
8343,1,82.69207733805617,Collision,Night,Dry,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8344,1,55.77270230762159,Collision,Morning,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
8345,1,63.78009836456537,Collision,Evening,Dry,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8346,1,58.563578935960095,Natural Disaster,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8347,1,83.975822644115,Vandalism,Night,Poor Visibility,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8348,1,71.14292828968301,Natural Disaster,Afternoon,Dry,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
8349,1,64.90433849140669,Collision,Morning,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
8350,1,76.90043333663621,Vandalism,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8351,1,76.66304837379778,Natural Disaster,Evening,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8352,1,45.201278976670935,Vandalism,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,no,no,0,0,3,A brief description of the incident.
8353,1,62.09105056951494,Collision,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8354,1,63.94259024624311,Fire,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8355,1,53.53791563426767,Vandalism,Morning,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,0,3,A brief description of the incident.
8356,1,71.43333089506493,Fire,Morning,Dry,Fog,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
8357,1,39.09725579836014,Theft,Evening,Wet,Fog,no,fraud-related-damage,yes,no,yes,0,0,3,A brief description of the incident.
8358,1,62.619016042264235,Theft,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,1,0,A brief description of the incident.
8359,1,59.11823123237871,Fire,Evening,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
8360,1,76.66912358238426,Vandalism,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8361,1,89.61896111562776,Collision,Morning,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8362,1,69.04108065015986,Fire,Night,Wet,Clear,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
8363,1,85.01103083313465,Collision,Morning,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8364,1,78.80035181092943,Natural Disaster,Night,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8365,1,34.11804905818262,Collision,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,1,3,A brief description of the incident.
8366,1,63.37080512303925,Theft,Evening,Wet,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8367,1,78.2445898720266,Collision,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8368,1,79.89529466664317,Collision,Night,Wet,Fog,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8369,1,84.26348894688213,Vandalism,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8370,1,68.64772321069466,Theft,Morning,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8371,1,82.29568289492708,Collision,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8372,1,57.149998081806764,Fire,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,1,0,A brief description of the incident.
8373,1,82.92988428142591,Vandalism,Evening,Wet,Fog,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8374,1,39.038836493558755,Theft,Night,Dry,Rain,yes,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
8375,1,66.66071306383961,Vandalism,Night,Construction Zone,Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8376,1,74.19767575515097,Fire,Night,Wet,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8377,1,82.51283963968609,Natural Disaster,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8378,1,69.36573977961764,Theft,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8379,1,81.92459239695002,Theft,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8380,1,59.96342776708477,Collision,Evening,Wet,Clear,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
8381,1,66.08108577832684,Theft,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8382,1,80.54261647156765,Natural Disaster,Morning,Wet,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8383,1,62.35401753710477,Theft,Morning,Wet,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
8384,1,62.47440718602841,Vandalism,Afternoon,Dry,Rain,no,fraud-related-damage,no,no,no,1,0,2,A brief description of the incident.
8385,1,81.6617666801852,Vandalism,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
8386,1,74.7782776511468,Fire,Morning,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
8387,1,64.13491139157043,Natural Disaster,Night,Dry,Clear,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
8388,1,83.06162285351263,Fire,Evening,Poor Visibility,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
8389,1,54.68865921473638,Collision,Night,Wet,Rain,no,fraud-related-damage,yes,yes,yes,0,0,1,A brief description of the incident.
8390,1,77.88598415693767,Collision,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
8391,1,31.91231159373339,Fire,Morning,Dry,Clear,no,fraud-related-damage,no,no,yes,0,0,3,A brief description of the incident.
8392,1,61.32034279671836,Vandalism,Night,Poor Visibility,Clear,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
8393,1,79.91932059443299,Theft,Evening,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8394,1,61.913529812852495,Fire,Night,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
8395,1,78.04818464855299,Natural Disaster,Night,Construction Zone,Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8396,1,85.29137497433157,Collision,Evening,Wet,Fog,yes,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8397,1,90.027073621516,Fire,Night,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8398,1,72.512427546145,Natural Disaster,Night,Wet,Heavy Rain,no,fraud-related-damage,no,yes,no,1,0,1,A brief description of the incident.
8399,1,58.9866846051103,Fire,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
8400,1,82.07750894834018,Vandalism,Night,Wet,Heavy Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
8401,1,45.35954578309975,Vandalism,Night,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,0,1,0,A brief description of the incident.
8402,1,83.8451078718908,Vandalism,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
8403,1,72.05605982915552,Natural Disaster,Evening,Poor Visibility,Clear,no,fraud-related-damage,no,yes,yes,1,0,1,A brief description of the incident.
8404,1,62.8976723547961,Collision,Night,Dry,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
8405,1,40.70036781506044,Theft,Morning,Wet,Clear,no,fraud-related-damage,no,yes,yes,0,0,3,A brief description of the incident.
8406,1,78.96627433899751,Natural Disaster,Morning,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
8407,1,41.935926863321555,Theft,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,0,0,2,A brief description of the incident.
8408,1,52.629549792799516,Collision,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,1,0,3,A brief description of the incident.
8409,1,52.63204411804452,Vandalism,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,1,1,A brief description of the incident.
8410,1,55.17749646170151,Collision,Evening,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,1,1,A brief description of the incident.
8411,1,81.60405317746847,Natural Disaster,Afternoon,Construction Zone,Fog,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
